Name,Country,Category,Purpose,OrbitClass,OrbitType,Longitude,Mass,LaunchDate,Contractor,LaunchSite,LaunchVehicle,Grouped_Purpose
CanX-2,Canada,Government/Civil,Technology Development,LEO,Sun-Synchronous,0.0,7,2008-04-28,University of Toronto Institute for Aerospace Studies,Satish Dhawan Space Centre,PSLV C9,Technology Development
CanX-4,Canada,Government/Civil,Technology Development,LEO,Sun-Synchronous,0.0,15,2014-06-30,University of Toronto Institute for Aerospace Studies,Satish Dhawan Space Centre,PSLV-CA,Technology Development
CanX-5,Canada,Government/Civil,Technology Development,LEO,Sun-Synchronous,0.0,15,2014-06-30,University of Toronto Institute for Aerospace Studies,Satish Dhawan Space Centre,PSLV-CA,Technology Development
CanX-7,Canada,Government/Civil,Technology Development,LEO,Sun-Synchronous,0.0,15,2016-09-26,University of Toronto Institute for Aerospace Studies,Satish Dhawan Space Centre,PSLV,Technology Development
CAPE-3,USA,Civil,Technology Development,LEO,Non-Polar Inclined,0.0,1,2021-01-17,University of Louisiana at Lafayette,FANTM-RAiL [Xtenti],LauncherOne,Technology Development
Capella-8,USA,Commercial,Earth Observation,LEO,Non-Polar Inclined,0.0,112,2023-03-16,Capella Space,Mid-Atlantic Regional Spaceport/Wallops Island,Electron,Earth Observation
Capella-6,USA,Commercial,Earth Observation,LEO,Non-Polar Inclined,0.0,100,2021-05-06,Capella Space,Cape Canaveral,Falcon 9,Earth Observation
Capella-7,USA,Commercial,Earth Observation,LEO,Sun-Synchronous,0.0,112,2022-01-13,Capella Space,Cape Canaveral,Falcon 9,Earth Observation
Capella-8,USA,Commercial,Earth Observation,LEO,Sun-Synchronous,0.0,112,2022-01-13,Capella Space,Cape Canaveral,Falcon 9,Earth Observation
Capella-9,USA,Commercial,Earth Observation,LEO,Non-Polar Inclined,0.0,112,2023-03-16,Capella Space,Mid-Atlantic Regional Spaceport/Wallops Island,Electron,Earth Observation
CartoSat 2,India,Government,Earth Observation,LEO,Sun-Synchronous,0.0,680,2007-01-10,Indian Space Research Organization (ISRO),Satish Dhawan Space Centre,PSLV C7,Earth Observation
CartoSat 2A,India,Military,Earth Observation,LEO,Sun-Synchronous,0.0,680,2008-04-28,Indian Space Research Organization (ISRO),Satish Dhawan Space Centre,PSLV C9,Earth Observation
CartoSat 2B,India,Government,Earth Observation,LEO,Sun-Synchronous,0.0,694,2010-07-12,Indian Space Research Organization (ISRO),Satish Dhawan Space Centre,PSLV,Earth Observation
CartoSat 2C,India,Government,Earth Observation,LEO,Sun-Synchronous,0.0,727,2016-06-22,Indian Space Research Organization (ISRO),Satish Dhawan Space Centre,PSLV XL,Earth Observation
CartoSat 2D,India,Government,Earth Observation,LEO,Sun-Synchronous,0.0,714,2017-02-15,Indian Space Research Organization (ISRO),Satish Dhawan Space Centre,PSLV XL,Earth Observation
CartoSat 2E,India,Government,Earth Observation,LEO,Sun-Synchronous,0.0,712,2017-06-22,Indian Space Research Organization (ISRO),Satish Dhawan Space Centre,PSLV,Earth Observation
CartoSat 2F,India,Government,Earth Observation,LEO,Sun-Synchronous,0.0,712,2018-01-11,Indian Space Research Organization (ISRO),Satish Dhawan Space Centre,PSLV,Earth Observation
CAS500-1,South Korea,Government,Earth Observation,LEO,Sun-Synchronous,0.0,500,2021-03-22,Korea Aerospace Research Institute (KARI),Baikonur Cosmodrome,Soyuz-2.1a,Earth Observation
Cassiope,Canada,Government,Earth Science,LEO,Elliptical,0.0,490,2013-09-29,Canadian Space Agency,Vandenberg AFB,Falcon 9,Earth Science
CBNT-1,United Kingdom,Commercial,Technology Development,LEO,Sun-Synchronous,0.0,91,2015-07-10,Surrey Satellite Technology Ltd.,Satish Dhawan Space Centre,PSLV,Technology Development
CE-SAT-1,Japan,Commercial,Technology Development,LEO,Sun-Synchronous,0.0,3,2017-06-22,Canon Electronics Space Technology Laboratory,Satish Dhawan Space Centre,PSLV,Technology Development
CE-SAT-2B,Japan,Commercial,Technology Demonstration,LEO,Sun-Synchronous,0.0,36,2020-10-28,Canon Electronics Space Technology Laboratory,Rocket Lab Launch Complex 1,Electron,Technology Demonstration
CELTEE-1,USA,Military,Technology Development,LEO,Sun-Synchronous,0.0,3,2016-11-11,M42 Technologies,Vandenberg AFB,Atlas 5,Technology Development
Centauri-1,Australia,Commercial,Communications,LEO,Sun-Synchronous,0.0,4,2018-11-29,Pumpkin Space Systems,Satish Dhawan Space Centre,PSLV,Communications
Centauri-2,Australia,Commercial,Technology Development,LEO,Sun-Synchronous,0.0,4,2018-12-03,Pumpkin Space Systems,Vandenberg AFB,Falcon 9,Technology Development
Centispace-1-S1,China,Commercial,Technology Development,LEO,Sun-Synchronous,0.0,100,2018-09-29,Innovation Academy for Microsatellites,Jiuquan Satellite Launch Center,Kuaizhou,Technology Development
CeReS,USA,Government,Space Science,LEO,Polar,0.0,4,2018-12-16,NASA Goddard Space Flight Center,Rocket Lab Launch Complex 1,Electron,Space Science
CERES,France,Military,Earth Observation,LEO,Polar,0.0,400,2021-11-16,Thales Alenia Space,Guiana Space Center,Vega,Earth Observation
CERES,France,Military,Earth Observation,LEO,Polar,0.0,400,2021-11-16,Thales Alenia Space,Guiana Space Center,Vega,Earth Observation
CERES,France,Military,Earth Observation,LEO,Polar,0.0,400,2021-11-16,Thales Alenia Space,Guiana Space Center,Vega,Earth Observation
Cesium Satellite 1,USA,Military,Technology Development,LEO,Sun-Synchronous,0.0,10,2021-09-27,Cesium Astro,Vandenberg AFB,Atlas 5,Technology Development
Cesium Satellite 2,USA,Military,Technology Development,LEO,Sun-Synchronous,0.0,10,2021-09-27,Cesium Astro,Vandenberg AFB,Atlas 5,Technology Development
CFOSat,China/France,Government,Earth Observation,LEO,Sun-Synchronous,0.0,700,2018-10-28,China Academy of Space Technology (CAST)/National Centre for Space Studies (CNES),Jiuquan Satellite Launch Center,Long March 2C,Earth Observation
Challenge One,Tunisia,Commercial,Technology Development,LEO,Sun-Synchronous,0.0,3,2021-03-22,TELNET Holding,Baikonur Cosmodrome,Soyuz-2.1a,Technology Development
Changshagaoxin ,China,Commercial,Technology Development,LEO,Sun-Synchronous,0.0,8,2018-10-29,Tianyi Research Institute,Jiuquan Satellite Launch Center,Long March 2C,Technology Development
Chao Fenbianlu,China,Government,Earth Observation ,LEO,Sun-Synchronous,0.0,50,2016-12-21,Shanghai Engineering Center for Microsatellites,Jiuquan Satellite Launch Center,Long March 2D,Earth Observation
Chaohu-1,China,Commercial,Earth Observation,LEO,Sun-Synchronous,0.0,325,2022-02-27,Spacety Co. Ltd.,Wenchang Space Center,Long March 8,Earth Observation
CHASE,China,Government,Space Science,LEO,Sun-Synchronous,0.0,500,2021-10-14,Shanghai Institute of Satellite Engineering at the Shanghai Academy of Spaceflight Technology,Taiyuan Launch Center,Long March 2D,Space Science
SDA-0A TPL York-01,USA,Military,Technology Demonstration,LEO,Polar,0.0,150,2023-04-02,York Space Systems,Vandenberg AFB,Falcon 9,Technology Demonstration
SDA-0A TPL York-02,USA,Military,Technology Demonstration,LEO,Polar,0.0,150,2023-04-02,York Space Systems,Vandenberg AFB,Falcon 9,Technology Demonstration
SDA-0A TPL York-03,USA,Military,Technology Demonstration,LEO,Polar,0.0,150,2023-04-02,York Space Systems,Vandenberg AFB,Falcon 9,Technology Demonstration
SDA-0A TPL York-04,USA,Military,Technology Demonstration,LEO,Polar,0.0,150,2023-04-02,York Space Systems,Vandenberg AFB,Falcon 9,Technology Demonstration
SDA-0A TPL York-05,USA,Military,Technology Demonstration,LEO,Polar,0.0,150,2023-04-02,York Space Systems,Vandenberg AFB,Falcon 9,Technology Demonstration
SDA-0A TPL York-06,USA,Military,Technology Demonstration,LEO,Polar,0.0,150,2023-04-02,York Space Systems,Vandenberg AFB,Falcon 9,Technology Demonstration
SDA-0A TPL York-07,USA,Military,Technology Demonstration,LEO,Polar,0.0,150,2023-04-02,York Space Systems,Vandenberg AFB,Falcon 9,Technology Demonstration
SDA-0A TPL York-08,USA,Military,Technology Demonstration,LEO,Polar,0.0,150,2023-04-02,York Space Systems,Vandenberg AFB,Falcon 9,Technology Demonstration
CHEOPS,ESA,Government,Space Science,LEO,Sun-Synchronous,0.0,273,2019-12-18,European Space Agency,Guiana Space Center,Soyuz,Space Science
Chimera LEO-1,Argentina,Commercial,Technology Demonstration,LEO,Sun-Synchronous,0.0,270,2023-01-03,Epic Aerospace,Cape Canaveral,Falcon 9,Technology Demonstration
CHOMPTT,USA,Government/Civil,Technology Development,LEO,Polar,0.0,4,2018-12-16,University of Florida,Rocket Lab Launch Complex 1,Electron,Technology Development
Chuangxin 1-1,China,Government,Communications,LEO,Sun-Synchronous,0.0,100,2003-10-21,Chinese Academy of Sciences,Taiyuan Launch Center,Long March 3B,Communications
Chuangxin 1-2,China,Government,Earth Observation,LEO,Sun-Synchronous,0.0,101,2008-11-05,Chinese Academy of Sciences,Jiuquan Satellite Launch Center,Long March 2D,Earth Observation
Chuangxin 1-3,China,Government,Earth Observation,LEO,Sun-Synchronous,0.0,100,2011-11-20,Chinese Academy of Sciences,Jiuquan Satellite Launch Center,Long March 2D,Earth Observation
Chuangxin 1-4,China,Government,Earth Observation,LEO,Sun-Synchronous,0.0,100,2014-09-04,Chinese Academy of Sciences,Jiuquan Satellite Launch Center,Long March 2D,Earth Observation
Chuangxin-16A,China,Government,Technology Development,LEO,Non-Polar Inclined,0.0,100,2022-08-23,Chinese Academy of Sciences,Xichang Satellite Launch Center,Kuaizhou-1A,Technology Development
Chuangxin-16B,China,Government,Technology Development,LEO,Non-Polar Inclined,0.0,100,2022-08-23,Chinese Academy of Sciences,Xichang Satellite Launch Center,Kuaizhou-1A,Technology Development
Chuangxin-3,China,Government,Technology Development,LEO,Sun-Synchronous,0.0,200,2013-07-19,Chinese Academy of Sciences,Taiyuan Launch Center,Long March 2C,Technology Development
Cicero-10,USA,Commercial,Earth Observation,LEO,Polar,0.0,10,2018-11-10,Tyvak Nanosatellite Systems,Rocket Lab Launch Complex 1,Electron,Earth Observation
Cicero-2,USA,Commercial,Earth Observation,LEO,Sun-Synchronous,0.0,10,2017-07-14,Tyvak Nanosatellite Systems,Baikonur Cosmodrome,Soyuz-2.1a,Earth Observation
Cicero-2 OP2,USA,Commercial,Earth Observation,LEO,Sun-Synchronous,0.0,10,2022-05-25,Tyvak Nanosatellite Systems,Cape Canaveral,Falcon 9,Earth Observation
Cicero-3,USA,Commercial,Earth Observation,LEO,Sun-Synchronous,0.0,10,2017-07-14,Tyvak Nanosatellite Systems,Baikonur Cosmodrome,Soyuz-2.1a,Earth Observation
Cicero-6,USA,Commercial,Earth Observation,LEO,Sun-Synchronous,0.0,10,2017-06-23,Tyvak Nanosatellite Systems,Satish Dhawan Space Centre,PSLV,Earth Observation
Cicero-7,USA,Commercial,Earth Observation,LEO,Sun-Synchronous,0.0,10,2018-01-11,Tyvak Nanosatellite Systems,Satish Dhawan Space Centre,PSLV,Earth Observation
Cicero-8,USA,Commercial,Earth Observation,LEO,Sun-Synchronous,0.0,10,11/29/2018,Tyvak Nanosatellite Systems,Satish Dhawan Space Centre,PSLV,Earth Observation
CINEMA-1,USA,Civil,Space Science,LEO,Non-Polar Inclined,0.0,3,2012-09-13,"Space Sciences Laboratory (SSL) of the University of California Berkeley; Kyung Hee University (KHU), Imperial College London",Vandenberg AFB,Atlas 5,Space Science
CIRBE,USA,Civil,Space Science,LEO,Sun-Synchronous,0.0,5,2023-04-15,"Laboratory for Atmosphere and Space Physics, University of Colorado at Boulder",Vandenberg AFB,Falcon 9,Space Science
CiRiS,USA,Commercial/Civil,Technology Development,LEO,Non-Polar Inclined,0.0,9,2020-01-31,Utah State University/Ball Aerospace/NASA,Cygnus,SEOPS Slingshot Deployer,Technology Development
Cloudsat,USA,Government/Civil,Earth Observation,LEO,Sun-Synchronous,0.0,848,2006-04-28,NASA Jet Propulsion Laboratory,Vandenberg AFB,Delta 2,Earth Observation
CNCE-1,USA,Military,Communications,LEO,,0.0,5,2021-06-30,Unknown,Virgin Orbit,LauncherOne,Communications
CNCE-3,USA,Military,Communications,LEO,,0.0,5,2021-06-30,Unknown,Virgin Orbit,LauncherOne,Communications
Compass-2,Germany,Government/Civil,Technology Development,LEO,Sun-Synchronous,0.0,5,2017-06-23,FH Aachen,Satish Dhawan Space Centre,PSLV,Technology Development
Connecta T1-2,Turkey,Commercial,Communications,LEO,Sun-Synchronous,0.0,10,2023-01-03,Plan-S,Cape Canaveral,Falcon 9,Communications
Connecta T2-1,Turkey,Commercial,Earth Observation,LEO,Sun-Synchronous,0.0,10,2023-04-15,Plan-S,Vandenberg AFB,Falcon 9,Earth Observation
Coriolis,USA,Military,Earth Observation,LEO,Sun-Synchronous,0.0,817,2003-01-06,"Spectrum Astro, Inc.",Vandenberg AFB,Titan 2,Earth Observation
CORVUS BC1,USA,Commercial,Earth Observation,LEO,Sun-Synchronous,0.0,10,2017-07-12,Astro Digital,Baikonur Cosmodrome,Soyuz-2,Earth Observation
CORVUS BC2,USA,Commercial,Earth Observation,LEO,Sun-Synchronous,0.0,10,2017-07-12,Astro Digital,Baikonur Cosmodrome,Soyuz-2,Earth Observation
CORVUS BC3,USA,Commercial,Earth Observation,LEO,Sun-Synchronous,0.0,10,2018-01-12,Astro Digital,Satish Dhawan Space Centre,PSLV,Earth Observation
CORVUS BC4,USA,Commercial,Earth Observation,LEO,Sun-Synchronous,0.0,10,2018-12-03,Astro Digital,Vandenberg AFB,Falcon 9,Earth Observation
CORVUS BC5,USA,Commercial,Earth Observation,LEO,Sun-Synchronous,0.0,10,2020-11-20,Astro Digital,Rocket Lab Launch Complex 1,Electron,Earth Observation
COSMIC 2-1,Taiwan,Government,Earth Observation,LEO,Non-Polar Inclined,0.0,280,2019-06-25,Surrey Satellite Technology Ltd.,Cape Canaveral,Falcon Heavy,Earth Observation
COSMIC 2-2,Taiwan,Government,Earth Observation,LEO,Non-Polar Inclined,0.0,280,2019-06-25,Surrey Satellite Technology Ltd.,Cape Canaveral,Falcon Heavy,Earth Observation
COSMIC 2-3,Taiwan,Government,Earth Observation,LEO,Non-Polar Inclined,0.0,280,2019-06-25,Surrey Satellite Technology Ltd.,Cape Canaveral,Falcon Heavy,Earth Observation
COSMIC 2-4,Taiwan,Government,Earth Observation,LEO,Non-Polar Inclined,0.0,280,2019-06-25,Surrey Satellite Technology Ltd.,Cape Canaveral,Falcon Heavy,Earth Observation
COSMIC 2-5,Taiwan,Government,Earth Observation,LEO,Non-Polar Inclined,0.0,280,2019-06-25,Surrey Satellite Technology Ltd.,Cape Canaveral,Falcon Heavy,Earth Observation
COSMIC 2-6,Taiwan,Government,Earth Observation,LEO,Non-Polar Inclined,0.0,280,2019-06-25,Surrey Satellite Technology Ltd.,Cape Canaveral,Falcon Heavy,Earth Observation
COSMIC-A,Taiwan,Government/Civil,Earth Observation,LEO,Polar,0.0,70,2006-04-15,Orbital Sciences Corp.,Vandenberg AFB,Minotaur-1,Earth Observation
COSMIC-B,Taiwan,Government/Civil,Earth Observation,LEO,Polar,0.0,70,2006-04-15,Orbital Sciences Corp.,Vandenberg AFB,Minotaur-1,Earth Observation
COSMIC-D,Taiwan,Government/Civil,Earth Observation,LEO,Polar,0.0,70,2006-04-15,Orbital Sciences Corp.,Vandenberg AFB,Minotaur-1,Earth Observation
COSMIC-E,Taiwan,Government/Civil,Earth Observation,LEO,Polar,0.0,70,2006-04-15,Orbital Sciences Corp.,Vandenberg AFB,Minotaur-1,Earth Observation
COSMIC-F,Taiwan,Government/Civil,Earth Observation,LEO,Polar,0.0,70,2006-04-15,Orbital Sciences Corp.,Vandenberg AFB,Minotaur-1,Earth Observation
CP-10,USA,Government/Civil,Earth Observation,LEO,Elliptical,0.0,4,2015-01-31,California Polytechnic University/NASA JPL,Vandenberg AFB,Delta 2,Earth Observation
Cryosat-2,ESA,Government,Earth Observation,LEO,Polar,0.0,720,2010-04-08,EADS Astrium,Baikonur Cosmodrome,Dnepr,Earth Observation
CSIM-FD,USA,Civil,Space Science,LEO,Sun-Synchronous,0.0,6,2018-12-03,Blue Canyon Technologies,Vandenberg AFB,Falcon 9,Space Science
Cubebug 2,Argentina,Civil,Technology Development,LEO,Sun-Synchronous,0.0,2,2013-11-21,"Argentinian Ministry of Science, Technology and Productive Innovation",Dombarovsky Air Base,Dnepr,Technology Development
Cubesail T,USA,Civil,Technology Development,LEO,Polar,0.0,3,2018-12-16,University of Illinois Urbana-Champaign,Rocket Lab Launch Complex 1,Electron,Technology Development
CuPID,USA,Government,Earth Science,LEO,Sun-Synchronous,0.0,10,2021-09-27,NASA Goddard Space Flight Center collaborators,Vandenberg AFB,Atlas 5,Earth Science
CUTE,USA,Government,Space Science,LEO,Sun-Synchronous,0.0,10,2021-09-27,"Department of Astrophysical and Planetary Sciences, University of Colorado Boulder",Vandenberg AFB,Atlas 5,Space Science
CYGNSS-A,USA,Government,Earth Observation,LEO,Non-Polar Inclined,0.0,29,2016-12-15,Southwest Research Institute,Orbital ATK L-1011,Pegasus,Earth Observation
CYGNSS-B,USA,Government,Earth Observation,LEO,Non-Polar Inclined,0.0,29,2016-12-15,Southwest Research Institute,Orbital ATK L-1011,Pegasus,Earth Observation
CYGNSS-C,USA,Government,Earth Observation,LEO,Non-Polar Inclined,0.0,29,2016-12-15,Southwest Research Institute,Orbital ATK L-1011,Pegasus,Earth Observation
CYNGSS-D,USA,Government,Earth Observation,LEO,Non-Polar Inclined,0.0,29,2016-12-15,Southwest Research Institute,Orbital ATK L-1011,Pegasus,Earth Observation
CYGNSS-E,USA,Government,Earth Observation,LEO,Non-Polar Inclined,0.0,29,2016-12-15,Southwest Research Institute,Orbital ATK L-1011,Pegasus,Earth Observation
CYGNSS-F,USA,Government,Earth Observation,LEO,Non-Polar Inclined,0.0,29,2016-12-15,Southwest Research Institute,Orbital ATK L-1011,Pegasus,Earth Observation
CYGNSS-G,USA,Government,Earth Observation,LEO,Non-Polar Inclined,0.0,29,2016-12-15,Southwest Research Institute,Orbital ATK L-1011,Pegasus,Earth Observation
CYGNSS-H,USA,Government,Earth Observation,LEO,Non-Polar Inclined,0.0,29,2016-12-15,Southwest Research Institute,Orbital ATK L-1011,Pegasus,Earth Observation
D-Star ONE Sparrow,Germany,Commercial,Technology Development,LEO,Sun-Synchronous,0.0,4,2018-12-27,German Orbital Systems,Vostochny Cosmodrome,Soyuz-2.1a,Technology Development
D2/AtlaCom-1 ,Mexico,Government,Earth Observation,LEO,Sun-Synchronous,0.0,9,2021-06-30,NanoAvionics,Cape Canaveral,Falcon 9,Earth Observation
DaVinci,USA,Civil,Educational,LEO,Polar,0.0,4,2018-12-16,North Idaho STEM Charter Academy,Rocket Lab Launch Complex 1,Electron,Educational
Dayun,China,Commercial,Earth Observation,LEO,Sun-Synchronous,0.0,20,2022-02-27,MinoSpace Technology (?),Wenchang Space Center,Long March 8,Earth Observation
DCBB,China,Civil,Technology Development,LEO,Sun-Synchronous,0.0,3,2015-09-19,Shenzhen Aerospace Dongfanghong HIT Satellite Ltd./CAMSAT,Taiyuan Launch Center,Long March 6,Technology Development
Deimos 1,Spain,Government,Earth Observation,LEO,Sun-Synchronous,0.0,90,2009-07-29,Surrey Satellite Technology Ltd.,Baikonur Cosmodrome,Dnepr,Earth Observation
Deimos 2,Spain,Government,Earth Observation,LEO,Sun-Synchronous,0.0,310,2014-06-19,Satrec Initiative,Dombarovsky Air Base,Dnepr,Earth Observation
Dekart,Russia,Civil,Space Science,LEO,Sun-Synchronous,0.0,5,2020-09-28,German Orbital Systems,Plesetsk Cosmodrome,Soyuz-2.1b,Space Science
Delfi-C3,Netherlands,Civil,Technology Development,LEO,Sun-Synchronous,0.0,7,2008-04-28,Technical University of Delft,Satish Dhawan Space Centre,PSLV C9,Technology Development
